00BS               20190214                                                                                   
0601BSA1Y       20190101017400100000100000 0100000000003240   
0601BSA1Y       20190101017500100000100000 0100000000003241   
0601BSA1Y       20190101017600100000100000 0100000000003241   
0601BSA1Y       20190101017700100000100000 0100000000003242   
0601BSA1Y       20190101017800100000100000 0100000000003242   
0601BSA1Y       20190101017900100000100000 0100000000003243   
0601BSA1Y       20190101018000100000100000 0100000000003243   
0601BSA1Y       20190101018100100000100000 0100000000003244   
0601BSA1Y       20190101018200100000100000 0100000000003244   
0601BSA1Y       20190101018300100000100000 0100000000003245   
0601BSA1Y       20190101018400100000100000 0100000000003245   
0601BSA1Y       20190101018500100000100000 0100000000003246   
0601BSA1Y       20190101018600100000100000 0100000000003246   
0601BSA1Y       20190101018700100000100000 0100000000003247   
0601BSA1Y       20190101018800100000100000 0100000000003247   
0601BSA1Y       20190101018900100000100000 0100000000003248   
0601BSA1Y       20190101019000100000100000 0100000000003248   
0601BSA1Y       20190101019100100000100000 0100000000003249   
0601BSA1Y       20190101019200100000100000 0100000000003249   
0601BSA1Y       20190101019300100000100000 0100000000003249   
0601BSA1Y       20190101019400100000100000 0100000000003250   
0601BSA1Y       20190101019500100000100000 0100000000003250   
0601BSA1Y       20190101019600100000100000 0100000000003251   
0601BSA1Y       20190101019700100000100000 0100000000003251   
0601BSA1Y       20190101019800100000100000 0100000000003251   
0601BSA1Y       20190101019900100000100000 0100000000003252   
0601BSA1Y       20190101020000100001000000 0100000000003254   
0601BSA1Y       20190101021000100001000000 0100000000003258   
0601BSA1Y       20190101022000100001000000 0100000000003261   
0601BSA1Y       20190101023000100001000000 0100000000003264   
0601BSA1Y       20190101024000100001000000 0100000000003267   
0601BSA1Y       20190101025000100001000000 0100000000003269   
0601BSA1Y       20190101026000100001000000 0100000000003272   
0601BSA1Y       20190101027000100001000000 0100000000003274   
0601BSA1Y       20190101028000100001000000 0100000000003276   
0601BSA1Y       20190101029000100001000000 0100000000003278   
0601BSA1Y       20190101030000100001000000 0100000000003280   
0601BSA1Y       20190101031000100001000000 0100000000003282   
0601BSA1Y       20190101032000100001000000 0100000000003283   
0601BSA1Y       20190101033000100001000000 0100000000003285   
0601BSA1Y       20190101034000100001000000 0100000000003286   
0601BSA1Y       20190101035000100001000000 0100000000003287   
0601BSA1Y       20190101036000100001000000 0100000000003289   
0601BSA1Y       20190101037000100001000000 0100000000003290   
0601BSA1Y       20190101038000100001000000 0100000000003291   
0601BSA1Y       20190101039000100001000000 0100000000003292   
0601BSA1Y       20190101040000100001000000 0100000000003293   
0601BSA1Y       20190101041000100001000000 0100000000003294   
0601BSA1Y       20190101042000100001000000 0100000000003295   
0601BSA1Y       20190101043000100001000000 0100000000003296   
0601BSA1Y       20190101044000100001000000 0100000000003297   
0601BSA1Y       20190101045000100001000000 0100000000003297   
0601BSA1Y       20190101046000100001000000 0100000000003298   
0601BSA1Y       20190101047000100001000000 0100000000003299   
0601BSA1Y       20190101048000100001000000 0100000000003300   
0601BSA1Y       20190101049000100001000000 0100000000003300   
0601BSA1Y       20190101050000100001000000 0100000000003301   
0601BSA1Y       20190101051000100001000000 0100000000003301   
0601BSA1Y       20190101052000100001000000 0100000000003302   
0601BSA1Y       20190101053000100001000000 0100000000003303   
0601BSA1Y       20190101054000100001000000 0100000000003303   
0601BSA1Y       20190101055000100001000000 0100000000003304   
0601BSA1Y       20190101056000100001000000 0100000000003304   
0601BSA1Y       20190101057000100001000000 0100000000003305   
0601BSA1Y       20190101058000100001000000 0100000000003305   
0601BSA1Y       20190101059000100001000000 0100000000003306   
0601BSA1Y       20190101060000100010000000 0100000000003308   
0601BSA1Y       20190101070000100010000000 0100000000003311   
0601BSA1Y       20190101080000100010000000 0100000000003314   
0601BSA1Y       20190101090000100010000000 0100000000003316   
0601BSA1Y       20190101100000100010000000 0100000000003317   
0601BSA2Y       20190101000000100000110000 0200000000000000   
0601BSA2Y       20190101000110100000010000 0200000000000000   
0601BSA2Y       20190101000120100000010000 0200000000000000   
0601BSA2Y       20190101000130100000010000 0200000000000000   
0601BSA2Y       20190101000140100000010000 0200000000000000   
0601BSA2Y       20190101000150100000010000 0200000000000000   
0601BSA2Y       20190101000160100000010000 0200000000000000   
0601BSA2Y       20190101000170100000010000 0200000000000000   
0601BSA2Y       20190101000180100000010000 0200000000000000   
0601BSA2Y       20190101000190100000010000 0200000000000000   
0601BSA2Y       20190101000200100000010000 0200000000000000   
0601BSA2Y       20190101000210100000010000 0200000000000000   
0601BSA2Y       20190101000220100000010000 0200000000000000   
0601BSA2Y       20190101000230100000010000 0200000000000000   
0601BSA2Y       20190101000240100000010000 0200000000000000   
0601BSA2Y       20190101000250100000010000 0200000000000000   
0601BSA2Y       20190101000260100000010000 0200000000000000   
0601BSA2Y       20190101000270100000010000 0200000000000000   
0601BSA2Y       20190101000280100000010000 0200000000000000   
0601BSA2Y       20190101000290100000010000 0200000000000000   
0601BSA2Y       20190101000300100000010000 0200000000000000   
0601BSA2Y       20190101000310100000010000 0200000000000000   
0601BSA2Y       20190101000320100000010000 0200000000000000   
0601BSA2Y       20190101000330100000010000 0200000000000000   
0601BSA2Y       20190101000340100000010000 0200000000000000   
0601BSA2Y       20190101000350100000010000 0200000000000002   
0601BSA2Y       20190101000360100000010000 0200000000000003   
0601BSA2Y       20190101000370100000010000 0200000000000005   
0601BSA2Y       20190101000380100000010000 0200000000000011   
0601BSA2Y       20190101000390100000010000 0200000000000064   
0601BSA2Y       20190101000400100000010000 0200000000000109   
0601BSA2Y       20190101000410100000010000 0200000000000157   
0601BSA2Y       20190101000420100000010000 0200000000000198   
0601BSA2Y       20190101000430100000010000 0200000000000241   
0601BSA2Y       20190101000440100000010000 0200000000000278   
0601BSA2Y       20190101000450100000010000 0200000000000314   
0601BSA2Y       20190101000460100000010000 0200000000000352   
0601BSA2Y       20190101000470100000010000 0200000000000384   
0601BSA2Y       20190101000480100000010000 0200000000000419   
0601BSA2Y       20190101000490100000010000 0200000000000449   
0601BSA2Y       20190101000500100000010000 0200000000000482   
0601BSA2Y       20190101000510100000010000 0200000000000509   
0601BSA2Y       20190101000520100000010000 0200000000000536   
0601BSA2Y       20190101000530100000010000 0200000000000565   
0601BSA2Y       20190101000540100000010000 0200000000000590   
0601BSA2Y       20190101000550100000010000 0200000000000617   
0601BSA2Y       20190101000560100000010000 0200000000000640   
0601BSA2Y       20190101000570100000010000 0200000000000665   
0601BSA2Y       20190101000580100000010000 0200000000000686   
0601BSA2Y       20190101000590100000010000 0200000000000710   
0601BSA2Y       20190101000600100000010000 0200000000000729   
0601BSA2Y       20190101000610100000010000 0200000000000750   
0601BSA2Y       20190101000620100000010000 0200000000000774   
0601BSA2Y       20190101000630100000010000 0200000000000794   
0601BSA2Y       20190101000640100000010000 0200000000000816   
0601BSA2Y       20190101000650100000010000 0200000000000835   
0601BSA2Y       20190101000660100000010000 0200000000000856   
0601BSA2Y       20190101000670100000010000 0200000000000874   
0601BSA2Y       20190101000680100000010000 0200000000000891   
0601BSA2Y       20190101000690100000010000 0200000000000911   
0601BSA2Y       20190101000700100000010000 0200000000000927   
0601BSA2Y       20190101000710100000010000 0200000000000945   
0601BSA2Y       20190101000720100000010000 0200000000000960   
0601BSA2Y       20190101000730100000010000 0200000000000978   
0601BSA2Y       20190101000740100000010000 0200000000000992   
0601BSA2Y       20190101000750100000010000 0200000000001007   
0601BSA2Y       20190101000760100000010000 0200000000001023   
0601BSA2Y       20190101000770100000010000 0200000000001037   
0601BSA2Y       20190101000780100000010000 0200000000001053   
0601BSA2Y       20190101000790100000010000 0200000000001066   
0601BSA2Y       20190101000800100000010000 0200000000001080   
0601BSA2Y       20190101000810100000010000 0200000000001093   
0601BSA2Y       20190101000820100000010000 0200000000001107   
0601BSA2Y       20190101000830100000010000 0200000000001119   
0601BSA2Y       20190101000840100000010000 0200000000001130   
0601BSA2Y       20190101000850100000010000 0200000000001143   
0601BSA2Y       20190101000860100000010000 0200000000001154   
0601BSA2Y       20190101000870100000010000 0200000000001167   
0601BSA2Y       20190101000880100000010000 0200000000001177   
0601BSA2Y       20190101000890100000010000 0200000000001189   
0601BSA2Y       20190101000900100000010000 0200000000001199   
0601BSA2Y       20190101000910100000010000 0200000000001209   
0601BSA2Y       20190101000920100000010000 0200000000001222   
0601BSA2Y       20190101000930100000010000 0200000000001234   
0601BSA2Y       20190101000940100000010000 0200000000001248   
0601BSA2Y       20190101000950100000010000 0200000000001259   
0601BSA2Y       20190101000960100000010000 0200000000001272   
0601BSA2Y       20190101000970100000010000 0200000000001283   
0601BSA2Y       20190101000980100000010000 0200000000001296   
0601BSA2Y       20190101000990100000010000 0200000000001307   
0601BSA2Y       20190101001000100000050000 0200000000001340   
0601BSA2Y       20190101001050100000050000 0200000000001393   
0601BSA2Y       20190101001100100000050000 0200000000001442   
0601BSA2Y       20190101001150100000050000 0200000000001486   
0601BSA2Y       20190101001200100000050000 0200000000001527   
0601BSA2Y       20190101001250100000050000 0200000000001574   
0601BSA2Y       20190101001300100000050000 0200000000001617   
0601BSA2Y       20190101001350100000050000 0200000000001659   
0601BSA2Y       20190101001400100000050000 0200000000001696   
0601BSA2Y       20190101001450100000050000 0200000000001731   
0601BSA2Y       20190101001500100000050000 0200000000001767   
0601BSA2Y       20190101001550100000050000 0200000000001803   
0601BSA2Y       20190101001600100000050000 0200000000001837   
0601BSA2Y       20190101001650100000050000 0200000000001871   
0601BSA2Y       20190101001700100000050000 0200000000001901   
0601BSA2Y       20190101001750100000050000 0200000000001930   
0601BSA2Y       20190101001800100000050000 0200000000001958   
0601BSA2Y       20190101001850100000050000 0200000000001984   
0601BSA2Y       20190101001900100000050000 0200000000002010   
0601BSA2Y       20190101001950100000050000 0200000000002040   
0601BSA2Y       20190101002000100000050000 0200000000002066   
0601BSA2Y       20190101002050100000050000 0200000000002091   
0601BSA2Y       20190101002100100000050000 0200000000002117   
0601BSA2Y       20190101002150100000050000 0200000000002139   
0601BSA2Y       20190101002200100000050000 0200000000002161   
