00AG               20181002                                                                                   
0601AGB5Y       20190101000325100000005000 0500000030000010   
0601AGB5Y       20190101000330100000005000 0500000030000010   
0601AGB5Y       20190101000335100000005000 0500000030000010   
0601AGB5Y       20190101000340100000005000 0500000030000010   
0601AGB5Y       20190101000345100000005000 0500000030000010   
0601AGB5Y       20190101000350100000005000 0500000030000010   
0601AGB5Y       20190101000355100000005000 0500000030000010   
0601AGB5Y       20190101000360100000005000 0500000030000010   
0601AGB5Y       20190101000365100000005000 0500000030000010   
0601AGB5Y       20190101000370100000005000 0500000030000010   
0601AGB5Y       20190101000375100000005000 0500000030000010   
0601AGB5Y       20190101000380100000005000 0500000030000010   
0601AGB5Y       20190101000385100000005000 0500000030000010   
0601AGB5Y       20190101000390100000005000 0500000030000010   
0601AGB5Y       20190101000395100000005000 0500000030000010   
0601AGB5Y       20190101000400100000005000 0500000040000010   
0601AGB5Y       20190101000405100000005000 0500000040000010   
0601AGB5Y       20190101000410100000005000 0500000040000010   
0601AGB5Y       20190101000415100000005000 0500000040000010   
0601AGB5Y       20190101000420100000005000 0500000040000010   
0601AGB5Y       20190101000425100000005000 0500000040000010   
0601AGB5Y       20190101000430100000005000 0500000040000010   
0601AGB5Y       20190101000435100000005000 0500000040000010   
0601AGB5Y       20190101000440100000005000 0500000040000010   
0601AGB5Y       20190101000445100000005000 0500000040000010   
0601AGB5Y       20190101000450100000005000 0500000040000010   
0601AGB5Y       20190101000455100000005000 0500000040000010   
0601AGB5Y       20190101000460100000005000 0500000040000010   
0601AGB5Y       20190101000465100000005000 0500000040000010   
0601AGB5Y       20190101000470100000005000 0500000040000010   
0601AGB5Y       20190101000475100000005000 0500000040000010   
0601AGB5Y       20190101000480100000005000 0500000040000010   
0601AGB5Y       20190101000485100000005000 0500000040000010   
0601AGB5Y       20190101000490100000005000 0500000040000010   
0601AGB5Y       20190101000495100000005000 0500000040000010   
0601AGB5Y       20190101000500100000005000 0500000050000010   
0601AGB5Y       20190101000505100000005000 0500000050000010   
0601AGB5Y       20190101000510100000005000 0500000050000010   
0601AGB5Y       20190101000515100000005000 0500000050000010   
0601AGB5Y       20190101000520100000005000 0500000050000010   
0601AGB5Y       20190101000525100000005000 0500000050000010   
0601AGB5Y       20190101000530100000005000 0500000050000010   
0601AGB5Y       20190101000535100000005000 0500000050000010   
0601AGB5Y       20190101000540100000005000 0500000050000010   
0601AGB5Y       20190101000545100000005000 0500000050000010   
0601AGB5Y       20190101000550100000005000 0500000050000010   
0601AGB5Y       20190101000555100000005000 0500000050000010   
0601AGB5Y       20190101000560100000005000 0500000050000010   
0601AGB5Y       20190101000565100000005000 0500000050000010   
0601AGB5Y       20190101000570100000005000 0500000050000010   
0601AGB5Y       20190101000575100000005000 0500000050000010   
0601AGB5Y       20190101000580100000005000 0500000050000010   
0601AGB5Y       20190101000585100000005000 0500000050000010   
0601AGB5Y       20190101000590100000005000 0500000050000010   
0601AGB5Y       20190101000595100000005000 0500000050000010   
0601AGB5Y       20190101000600100000005000 0500000060000010   
0601AGB5Y       20190101000605100000005000 0500000060000010   
0601AGB5Y       20190101000610100000005000 0500000060000010   
0601AGB5Y       20190101000615100000005000 0500000060000010   
0601AGB5Y       20190101000620100000005000 0500000060000010   
0601AGB5Y       20190101000625100000005000 0500000060000010   
0601AGB5Y       20190101000630100000005000 0500000060000010   
0601AGB5Y       20190101000635100000005000 0500000060000010   
0601AGB5Y       20190101000640100000005000 0500000060000010   
0601AGB5Y       20190101000645100000005000 0500000060000010   
0601AGB5Y       20190101000650100000005000 0500000060000010   
0601AGB5Y       20190101000655100000005000 0500000060000010   
0601AGB5Y       20190101000660100000005000 0500000130000020   
0601AGB5Y       20190101000665100000005000 0500000260000040   
0601AGB5Y       20190101000670100000005000 0500000260000040   
0601AGB5Y       20190101000675100000005000 0500000270000040   
0601AGB5Y       20190101000680100000005000 0500000340000050   
0601AGB5Y       20190101000685100000005000 0500000340000050   
0601AGB5Y       20190101000690100000005000 0500000340000050   
0601AGB5Y       20190101000695100000005000 0500000340000050   
0601AGB5Y       20190101000700100000005000 0500000420000060   
0601AGB5Y       20190101000705100000005000 0500000420000060   
0601AGB5Y       20190101000710100000005000 0500000420000060   
0601AGB5Y       20190101000715100000005000 0500000500000070   
0601AGB5Y       20190101000720100000005000 0500000570000080   
0601AGB5Y       20190101000725100000005000 0500000580000080   
0601AGB5Y       20190101000730100000005000 0500000580000080   
0601AGB5Y       20190101000735100000005000 0500000660000090   
0601AGB5Y       20190101000740100000005000 0500000660000090   
0601AGB5Y       20190101000745100000005000 0500000740000100   
0601AGB5Y       20190101000750100000005000 0500000750000100   
0601AGB5Y       20190101000755100000005000 0500000750000100   
0601AGB5Y       20190101000760100000005000 0500000830000110   
0601AGB5Y       20190101000765100000005000 0500000920000120   
0601AGB5Y       20190101000770100000005000 0500000920000120   
0601AGB5Y       20190101000775100000005000 0500000930000120   
0601AGB5Y       20190101000780100000005000 0500001010000130   
0601AGB5Y       20190101000785100000005000 0500001020000130   
0601AGB5Y       20190101000790100000005000 0500001100000140   
0601AGB5Y       20190101000795100000005000 0500001110000140   
0601AGB5Y       20190101000800100000005000 0500001200000150   
0601AGB5Y       20190101000805100000005000 0500001210000150   
0601AGB5Y       20190101000810100000005000 0500001300000160   
0601AGB5Y       20190101000815100000005000 0500001380000170   
0601AGB5Y       20190101000820100000005000 0500001390000170   
0601AGB5Y       20190101000825100000005000 0500001480000180   
0601AGB5Y       20190101000830100000005000 0500001490000180   
0601AGB5Y       20190101000835100000005000 0500001500000180   
0601AGB5Y       20190101000840100000005000 0500001600000190   
0601AGB5Y       20190101000845100000005000 0500001610000190   
0601AGB5Y       20190101000850100000005000 0500001700000200   
0601AGB5Y       20190101000855100000005000 0500001710000200   
0601AGB5Y       20190101000860100000005000 0500001810000210   
0601AGB5Y       20190101000865100000005000 0500001820000210   
0601AGB5Y       20190101000870100000005000 0500001910000220   
0601AGB5Y       20190101000875100000005000 0500001930000220   
0601AGB5Y       20190101000880100000005000 0500002020000230   
0601AGB5Y       20190101000885100000005000 0500002040000230   
0601AGB5Y       20190101000890100000005000 0500002140000240   
0601AGB5Y       20190101000895100000005000 0500002150000240   
0601AGB5Y       20190101000900100000005000 0500002160000240   
0601AGB5Y       20190101000905100000005000 0500002260000250   
0601AGB5Y       20190101000910100000005000 0500002280000250   
0601AGB5Y       20190101000915100000005000 0500002380000260   
0601AGB5Y       20190101000920100000005000 0500002390000260   
0601AGB5Y       20190101000925100000005000 0500002500000270   
0601AGB5Y       20190101000930100000005000 0500002510000270   
0601AGB5Y       20190101000935100000005000 0500002530000270   
0601AGB5Y       20190101000940100000005000 0500002630000280   
0601AGB5Y       20190101000945100000005000 0500002650000280   
0601AGB5Y       20190101000950100000005000 0500002760000290   
0601AGB5Y       20190101000955100000005000 0500002870000300   
0601AGB5Y       20190101000960100000005000 0500002880000300   
0601AGB5Y       20190101000965100000005000 0500002900000300   
0601AGB5Y       20190101000970100000005000 0500003010000310   
0601AGB5Y       20190101000975100000005000 0500003030000310   
0601AGB5Y       20190101000980100000005000 0500003140000320   
0601AGB5Y       20190101000985100000005000 0500003160000320   
0601AGB5Y       20190101000990100000005000 0500003270000330   
0601AGB5Y       20190101000995100000005000 0500003290000330   
0601AGB5Y       20190101001000100000050000 0500000000000360   
0601AGB5Y       20190101001050100000050000 0500000000000400   
0601AGB5Y       20190101001100100000050000 0500000000000450   
0601AGB5Y       20190101001150100000050000 0500000000000490   
0601AGB5Y       20190101001200100000050000 0500000000000530   
0601AGB5Y       20190101001250100000050000 0500000000000570   
0601AGB5Y       20190101001300100000050000 0500000000000630   
0601AGB5Y       20190101001350100000050000 0500000000000680   
0601AGB5Y       20190101001400100000050000 0500000000000730   
0601AGB5Y       20190101001450100000050000 0500000000000780   
0601AGB5Y       20190101001500100000050000 0500000000000840   
0601AGB5Y       20190101001550100000050000 0500000000000880   
0601AGB5Y       20190101001600100000050000 0500000000000930   
0601AGB5Y       20190101001650100000050000 0500000000000980   
0601AGB5Y       20190101001700100000050000 0500000000001030   
0601AGB5Y       20190101001750100000050000 0500000000001080   
0601AGB5Y       20190101001800100000050000 0500000000001120   
0601AGB5Y       20190101001850100000050000 0500000000001180   
0601AGB5Y       20190101001900100000050000 0500000000001230   
0601AGB5Y       20190101001950100000050000 0500000000001280   
0601AGB5Y       20190101002000100000050000 0500000000001320   
0601AGB5Y       20190101002050100000050000 0500000000001370   
0601AGB5Y       20190101002100100000050000 0500000000001410   
0601AGB5Y       20190101002150100000050000 0500000000001450   
0601AGB5Y       20190101002200100000050000 0500000000001490   
0601AGB5Y       20190101002250100000050000 0500000000001520   
0601AGB5Y       20190101002300100000050000 0500000000001560   
0601AGB5Y       20190101002350100000050000 0500000000001590   
0601AGB5Y       20190101002400100000050000 0500000000001620   
0601AGB5Y       20190101002450100000050000 0500000000001660   
0601AGB5Y       20190101002500100000050000 0500000000001690   
0601AGB5Y       20190101002550100000050000 0500000000001720   
0601AGB5Y       20190101002600100000050000 0500000000001750   
0601AGB5Y       20190101002650100000050000 0500000000001780   
0601AGB5Y       20190101002700100000050000 0500000000001800   
0601AGB5Y       20190101002750100000050000 0500000000001830   
0601AGB5Y       20190101002800100000050000 0500000000001850   
0601AGB5Y       20190101002850100000050000 0500000000001880   
0601AGB5Y       20190101002900100000050000 0500000000001900   
0601AGB5Y       20190101002950100000050000 0500000000001920   
0601AGB5Y       20190101003000100000500000 0500000000002040   
0601AGB5Y       20190101003500100000500000 0500000000002200   
0601AGB5Y       20190101004000100000500000 0500000000002340   
0601AGB5Y       20190101004500100000500000 0500000000002450   
0601AGB5Y       20190101005000100000500000 0500000000002530   
0601AGB5Y       20190101005500100000500000 0500000000002600   
0601AGB5Y       20190101006000100000500000 0500000000002670   
0601AGB5Y       20190101006500100000500000 0500000000002720   
0601AGB5Y       20190101007000100000500000 0500000000002770   
0601AGB5Y       20190101007500100000500000 0500000000002810   
0601AGB5Y       20190101008000100000500000 0500000000002850   
