00GL               20251204                                                                                   
0601GLC8Y       20260101002670100000005000 0800000104001750   
0601GLC8Y       20260101002675100000005000 0800000104001752   
0601GLC8Y       20260101002680100000005000 0800000104001754   
0601GLC8Y       20260101002685100000005000 0800000104001756   
0601GLC8Y       20260101002690100000005000 0800000104001759   
0601GLC8Y       20260101002695100000005000 0800000104001761   
0601GLC8Y       20260101002700100000005000 0800000104001763   
0601GLC8Y       20260101002705100000005000 0800000104001765   
0601GLC8Y       20260101002710100000005000 0800000104001767   
0601GLC8Y       20260101002715100000005000 0800000104001769   
0601GLC8Y       20260101002720100000005000 0800000104001772   
0601GLC8Y       20260101002725100000005000 0800000104001774   
0601GLC8Y       20260101002730100000005000 0800000104001776   
0601GLC8Y       20260101002735100000005000 0800000104001778   
0601GLC8Y       20260101002740100000005000 0800000104001780   
0601GLC8Y       20260101002745100000005000 0800000104001782   
0601GLC8Y       20260101002750100000005000 0800000104001784   
0601GLC8Y       20260101002755100000005000 0800000104001787   
0601GLC8Y       20260101002760100000005000 0800000104001789   
0601GLC8Y       20260101002765100000005000 0800000104001790   
0601GLC8Y       20260101002770100000005000 0800000104001793   
0601GLC8Y       20260101002775100000005000 0800000104001795   
0601GLC8Y       20260101002780100000005000 0800000104001797   
0601GLC8Y       20260101002785100000005000 0800000104001799   
0601GLC8Y       20260101002790100000005000 0800000104001802   
0601GLC8Y       20260101002795100000005000 0800000104001803   
0601GLC8Y       20260101002800100000005000 0800000104001805   
0601GLC8Y       20260101002805100000005000 0800000104001808   
0601GLC8Y       20260101002810100000005000 0800000104001809   
0601GLC8Y       20260101002815100000005000 0800000104001811   
0601GLC8Y       20260101002820100000005000 0800000104001814   
0601GLC8Y       20260101002825100000005000 0800000104001816   
0601GLC8Y       20260101002830100000005000 0800000104001819   
0601GLC8Y       20260101002835100000005000 0800000104001821   
0601GLC8Y       20260101002840100000005000 0800000104001823   
0601GLC8Y       20260101002845100000005000 0800000104001825   
0601GLC8Y       20260101002850100000005000 0800000104001828   
0601GLC8Y       20260101002855100000005000 0800000104001830   
0601GLC8Y       20260101002860100000005000 0800000104001832   
0601GLC8Y       20260101002865100000005000 0800000104001834   
0601GLC8Y       20260101002870100000005000 0800000104001836   
0601GLC8Y       20260101002875100000005000 0800000104001839   
0601GLC8Y       20260101002880100000005000 0800000104001841   
0601GLC8Y       20260101002885100000005000 0800000104001843   
0601GLC8Y       20260101002890100000005000 0800000104001846   
0601GLC8Y       20260101002895100000005000 0800000104001848   
0601GLC8Y       20260101002900100000005000 0800000104001850   
0601GLC8Y       20260101002905100000005000 0800000104001852   
0601GLC8Y       20260101002910100000005000 0800000104001855   
0601GLC8Y       20260101002915100000005000 0800000104001857   
0601GLC8Y       20260101002920100000005000 0800000104001858   
0601GLC8Y       20260101002925100000005000 0800000104001861   
0601GLC8Y       20260101002930100000005000 0800000104001863   
0601GLC8Y       20260101002935100000005000 0800000104001865   
0601GLC8Y       20260101002940100000005000 0800000104001867   
0601GLC8Y       20260101002945100000005000 0800000104001870   
0601GLC8Y       20260101002950100000005000 0800000104001871   
0601GLC8Y       20260101002955100000005000 0800000104001874   
0601GLC8Y       20260101002960100000005000 0800000104001876   
0601GLC8Y       20260101002965100000005000 0800000104001878   
0601GLC8Y       20260101002970100000005000 0800000104001880   
0601GLC8Y       20260101002975100000005000 0800000104001882   
0601GLC8Y       20260101002980100000005000 0800000104001884   
0601GLC8Y       20260101002985100000005000 0800000104001886   
0601GLC8Y       20260101002990100000005000 0800000104001888   
0601GLC8Y       20260101002995100000005000 0800000104001891   
0601GLC8Y       20260101003000100000500000 0800000104001987   
0601GLC8Y       20260101003500100000500000 0800000104002141   
0601GLC8Y       20260101004000100000500000 0800000104002260   
0601GLC8Y       20260101004500100000500000 0800000104002365   
0601GLC8Y       20260101005000100000500000 0800000104002456   
0601GLC8Y       20260101005500100000500000 0800000104002533   
0601GLC8Y       20260101006000100000500000 0800000104002597   
0601GLC8Y       20260101006500100000500000 0800000104002652   
0601GLC8Y       20260101007000100000500000 0800000104002709   
0601GLC8Y       20260101007500100000500000 0800000104002764   
0601GLC8Y       20260101008000100000500000 0800000104002788   
0601GLC8Y       20260101008500100000500000 0800000104002806   
0601GLC8Y       20260101009000100000500000 0800000104002823   
0601GLC8Y       20260101009500100000500000 0800000104002831   
0601GLC9Y       20260101000000100000120000 0900000104000000   
0601GLC9Y       20260101000120100000005000 0900000104000000   
0601GLC9Y       20260101000125100000005000 0900000104000000   
0601GLC9Y       20260101000130100000005000 0900000104000000   
0601GLC9Y       20260101000135100000005000 0900000104000000   
0601GLC9Y       20260101000140100000005000 0900000104000000   
0601GLC9Y       20260101000145100000005000 0900000104000000   
0601GLC9Y       20260101000150100000005000 0900000104000000   
0601GLC9Y       20260101000155100000005000 0900000104000000   
0601GLC9Y       20260101000160100000005000 0900000104000000   
0601GLC9Y       20260101000165100000005000 0900000104000000   
0601GLC9Y       20260101000170100000005000 0900000104000000   
0601GLC9Y       20260101000175100000005000 0900000104000000   
0601GLC9Y       20260101000180100000005000 0900000104000000   
0601GLC9Y       20260101000185100000005000 0900000104000000   
0601GLC9Y       20260101000190100000005000 0900000104000000   
0601GLC9Y       20260101000195100000005000 0900000104000000   
0601GLC9Y       20260101000200100000005000 0900000104000000   
0601GLC9Y       20260101000205100000005000 0900000104000000   
0601GLC9Y       20260101000210100000005000 0900000104000000   
0601GLC9Y       20260101000215100000005000 0900000104000000   
0601GLC9Y       20260101000220100000005000 0900000104000000   
0601GLC9Y       20260101000225100000005000 0900000104000000   
0601GLC9Y       20260101000230100000005000 0900000104000000   
0601GLC9Y       20260101000235100000005000 0900000104000000   
0601GLC9Y       20260101000240100000005000 0900000104000000   
0601GLC9Y       20260101000245100000005000 0900000104000000   
0601GLC9Y       20260101000250100000005000 0900000104000000   
0601GLC9Y       20260101000255100000005000 0900000104000000   
0601GLC9Y       20260101000260100000005000 0900000104000000   
0601GLC9Y       20260101000265100000005000 0900000104000000   
0601GLC9Y       20260101000270100000005000 0900000104000000   
0601GLC9Y       20260101000275100000005000 0900000104000000   
0601GLC9Y       20260101000280100000005000 0900000104000000   
0601GLC9Y       20260101000285100000005000 0900000104000000   
0601GLC9Y       20260101000290100000005000 0900000104000000   
0601GLC9Y       20260101000295100000005000 0900000104000000   
0601GLC9Y       20260101000300100000005000 0900000104000000   
0601GLC9Y       20260101000305100000005000 0900000104000000   
0601GLC9Y       20260101000310100000005000 0900000104000000   
0601GLC9Y       20260101000315100000005000 0900000104000000   
0601GLC9Y       20260101000320100000005000 0900000104000000   
0601GLC9Y       20260101000325100000005000 0900000104000000   
0601GLC9Y       20260101000330100000005000 0900000104000000   
0601GLC9Y       20260101000335100000005000 0900000104000000   
0601GLC9Y       20260101000340100000005000 0900000104000000   
0601GLC9Y       20260101000345100000005000 0900000104000000   
0601GLC9Y       20260101000350100000005000 0900000104000000   
0601GLC9Y       20260101000355100000005000 0900000104000000   
0601GLC9Y       20260101000360100000005000 0900000104000000   
0601GLC9Y       20260101000365100000005000 0900000104000000   
0601GLC9Y       20260101000370100000005000 0900000104000000   
0601GLC9Y       20260101000375100000005000 0900000104000000   
0601GLC9Y       20260101000380100000005000 0900000104000000   
0601GLC9Y       20260101000385100000005000 0900000104000000   
0601GLC9Y       20260101000390100000005000 0900000104000000   
0601GLC9Y       20260101000395100000005000 0900000104000000   
0601GLC9Y       20260101000400100000005000 0900000104000000   
0601GLC9Y       20260101000405100000005000 0900000104000000   
0601GLC9Y       20260101000410100000005000 0900000104000000   
0601GLC9Y       20260101000415100000005000 0900000104000000   
0601GLC9Y       20260101000420100000005000 0900000104000000   
0601GLC9Y       20260101000425100000005000 0900000104000000   
0601GLC9Y       20260101000430100000005000 0900000104000000   
0601GLC9Y       20260101000435100000005000 0900000104000000   
0601GLC9Y       20260101000440100000005000 0900000104000000   
0601GLC9Y       20260101000445100000005000 0900000104000000   
0601GLC9Y       20260101000450100000005000 0900000104000000   
0601GLC9Y       20260101000455100000005000 0900000104000000   
0601GLC9Y       20260101000460100000005000 0900000104000000   
0601GLC9Y       20260101000465100000005000 0900000104000000   
0601GLC9Y       20260101000470100000005000 0900000104000000   
0601GLC9Y       20260101000475100000005000 0900000104000000   
0601GLC9Y       20260101000480100000005000 0900000104000000   
0601GLC9Y       20260101000485100000005000 0900000104000000   
0601GLC9Y       20260101000490100000005000 0900000104000000   
0601GLC9Y       20260101000495100000005000 0900000104000000   
0601GLC9Y       20260101000500100000005000 0900000104000000   
0601GLC9Y       20260101000505100000005000 0900000104000000   
0601GLC9Y       20260101000510100000005000 0900000104000000   
0601GLC9Y       20260101000515100000005000 0900000104000000   
0601GLC9Y       20260101000520100000005000 0900000104000000   
0601GLC9Y       20260101000525100000005000 0900000104000000   
0601GLC9Y       20260101000530100000005000 0900000104000000   
0601GLC9Y       20260101000535100000005000 0900000104000000   
0601GLC9Y       20260101000540100000005000 0900000104000000   
0601GLC9Y       20260101000545100000005000 0900000104000000   
0601GLC9Y       20260101000550100000005000 0900000104000000   
0601GLC9Y       20260101000555100000005000 0900000104000023   
0601GLC9Y       20260101000560100000005000 0900000104000028   
0601GLC9Y       20260101000565100000005000 0900000104000037   
0601GLC9Y       20260101000570100000005000 0900000104000044   
0601GLC9Y       20260101000575100000005000 0900000104000050   
0601GLC9Y       20260101000580100000005000 0900000104000057   
0601GLC9Y       20260101000585100000005000 0900000104000063   
0601GLC9Y       20260101000590100000005000 0900000104000068   
0601GLC9Y       20260101000595100000005000 0900000104000070   
0601GLC9Y       20260101000600100000005000 0900000104000075   
0601GLC9Y       20260101000605100000005000 0900000104000079   
0601GLC9Y       20260101000610100000005000 0900000104000083   
0601GLC9Y       20260101000615100000005000 0900000104000089   
0601GLC9Y       20260101000620100000005000 0900000104000093   
0601GLC9Y       20260101000625100000005000 0900000104000097   
0601GLC9Y       20260101000630100000005000 0900000104000101   
0601GLC9Y       20260101000635100000005000 0900000104000105   
0601GLC9Y       20260101000640100000005000 0900000104000109   
0601GLC9Y       20260101000645100000005000 0900000104000114   
0601GLC9Y       20260101000650100000005000 0900000104000118   
0601GLC9Y       20260101000655100000005000 0900000104000122   
0601GLC9Y       20260101000660100000005000 0900000104000125   
0601GLC9Y       20260101000665100000005000 0900000104000130   
0601GLC9Y       20260101000670100000005000 0900000104000134   
0601GLC9Y       20260101000675100000005000 0900000104000139   
0601GLC9Y       20260101000680100000005000 0900000104000142   
0601GLC9Y       20260101000685100000005000 0900000104000145   
0601GLC9Y       20260101000690100000005000 0900000104000150   
0601GLC9Y       20260101000695100000005000 0900000104000153   
