00TG               20151204                                                                                   
0601TGA1N       20160101000895100000005000 0100011570001289   
0601TGA1N       20160101000900100000005000 0100011680001294   
0601TGA1N       20160101000905100000005000 0100011800001300   
0601TGA1N       20160101000910100000005000 0100011910001305   
0601TGA1N       20160101000915100000005000 0100012030001311   
0601TGA1N       20160101000920100000005000 0100012140001316   
0601TGA1N       20160101000925100000005000 0100012260001322   
0601TGA1N       20160101000930100000005000 0100012370001327   
0601TGA1N       20160101000935100000005000 0100012490001332   
0601TGA1N       20160101000940100000005000 0100012600001337   
0601TGA1N       20160101000945100000005000 0100012720001342   
0601TGA1N       20160101000950100000005000 0100012850001349   
0601TGA1N       20160101000955100000005000 0100012970001355   
0601TGA1N       20160101000960100000005000 0100013090001360   
0601TGA1N       20160101000965100000005000 0100013210001365   
0601TGA1N       20160101000970100000005000 0100013330001371   
0601TGA1N       20160101000975100000005000 0100013450001376   
0601TGA1N       20160101000980100000005000 0100013570001381   
0601TGA1N       20160101000985100000005000 0100013690001386   
0601TGA1N       20160101000990100000005000 0100013820001392   
0601TGA1N       20160101000995100000005000 0100013940001397   
0601TGA1N       20160101001000100000005000 0100014060001402   
0601TGA1N       20160101001005100000005000 0100014180001407   
0601TGA1N       20160101001010100000005000 0100014300001412   
0601TGA1N       20160101001015100000005000 0100014450001420   
0601TGA1N       20160101001020100000005000 0100014570001425   
0601TGA1N       20160101001025100000005000 0100014690001430   
0601TGA1N       20160101001030100000005000 0100014810001434   
0601TGA1N       20160101001035100000005000 0100014930001439   
0601TGA1N       20160101001040100000005000 0100015050001444   
0601TGA1N       20160101001045100000005000 0100015170001448   
0601TGA1N       20160101001050100000005000 0100015290001453   
0601TGA1N       20160101001055100000005000 0100015420001458   
0601TGA1N       20160101001060100000005000 0100015540001463   
0601TGA1N       20160101001065100000005000 0100015660001467   
0601TGA1N       20160101001070100000005000 0100015780001471   
0601TGA1N       20160101001075100000005000 0100015920001477   
0601TGA1N       20160101001080100000005000 0100016050001483   
0601TGA1N       20160101001085100000005000 0100016170001487   
0601TGA1N       20160101001090100000005000 0100016290001491   
0601TGA1N       20160101001095100000005000 0100016410001495   
0601TGA1N       20160101001100100000005000 0100016530001499   
0601TGA1N       20160101001105100000005000 0100016680001506   
0601TGA1N       20160101001110100000005000 0100016800001510   
0601TGA1N       20160101001115100000005000 0100016920001514   
0601TGA1N       20160101001120100000005000 0100017040001518   
0601TGA1N       20160101001125100000005000 0100017190001525   
0601TGA1N       20160101001130100000005000 0100017310001528   
0601TGA1N       20160101001135100000005000 0100017430001532   
0601TGA1N       20160101001140100000005000 0100017570001538   
0601TGA1N       20160101001145100000005000 0100017700001542   
0601TGA1N       20160101001150100000005000 0100017820001546   
0601TGA1N       20160101001155100000005000 0100017970001552   
0601TGA1N       20160101001160100000005000 0100018100001557   
0601TGA1N       20160101001165100000005000 0100018230001561   
0601TGA1N       20160101001170100000005000 0100018390001568   
0601TGA1N       20160101001175100000005000 0100018520001573   
0601TGA1N       20160101001180100000005000 0100018650001577   
0601TGA1N       20160101001185100000005000 0100018810001584   
0601TGA1N       20160101001190100000005000 0100018940001588   
0601TGA1N       20160101001195100000005000 0100019070001592   
0601TGA1N       20160101001200100000005000 0100019220001598   
0601TGA1N       20160101001205100000005000 0100019360001603   
0601TGA1N       20160101001210100000005000 0100019490001607   
0601TGA1N       20160101001215100000005000 0100019640001613   
0601TGA1N       20160101001220100000005000 0100019770001617   
0601TGA1N       20160101001225100000005000 0100019900001621   
0601TGA1N       20160101001230100000005000 0100020060001628   
0601TGA1N       20160101001235100000005000 0100020190001632   
0601TGA1N       20160101001240100000005000 0100020320001635   
0601TGA1N       20160101001245100000005000 0100020480001642   
0601TGA1N       20160101001250100000005000 0100020610001646   
0601TGA1N       20160101001255100000005000 0100020740001649   
0601TGA1N       20160101001260100000005000 0100020890001655   
0601TGA1N       20160101001265100000005000 0100021020001658   
0601TGA1N       20160101001270100000005000 0100021150001662   
0601TGA1N       20160101001275100000005000 0100021310001668   
0601TGA1N       20160101001280100000005000 0100021440001672   
0601TGA1N       20160101001285100000005000 0100021570001675   
0601TGA1N       20160101001290100000005000 0100021730001681   
0601TGA1N       20160101001295100000005000 0100021860001685   
0601TGA1N       20160101001300100000005000 0100021990001688   
0601TGA1N       20160101001305100000005000 0100022150001694   
0601TGA1N       20160101001310100000005000 0100022280001698   
0601TGA1N       20160101001315100000005000 0100022410001701   
0601TGA1N       20160101001320100000005000 0100022560001706   
0601TGA1N       20160101001325100000005000 0100022690001709   
0601TGA1N       20160101001330100000005000 0100022820001713   
0601TGA1N       20160101001335100000005000 0100022980001718   
0601TGA1N       20160101001340100000005000 0100023110001721   
0601TGA1N       20160101001345100000005000 0100023240001725   
0601TGA1N       20160101001350100000005000 0100023400001730   
0601TGA1N       20160101001355100000005000 0100023530001733   
0601TGA1N       20160101001360100000005000 0100023660001737   
0601TGA1N       20160101001365100000005000 0100023820001742   
0601TGA1N       20160101001370100000005000 0100023950001745   
0601TGA1N       20160101001375100000005000 0100024080001748   
0601TGA1N       20160101001380100000005000 0100024230001753   
0601TGA1N       20160101001385100000005000 0100024360001756   
0601TGA1N       20160101001390100000005000 0100024490001759   
0601TGA1N       20160101001395100000005000 0100024650001764   
0601TGA1N       20160101001400100000005000 0100024780001767   
0601TGA1N       20160101001405100000005000 0100024910001770   
0601TGA1N       20160101001410100000005000 0100025070001775   
0601TGA1N       20160101001415100000005000 0100025200001778   
0601TGA1N       20160101001420100000005000 0100025330001781   
0601TGA1N       20160101001425100000005000 0100025480001785   
0601TGA1N       20160101001430100000005000 0100025620001788   
0601TGA1N       20160101001435100000005000 0100025750001791   
0601TGA1N       20160101001440100000005000 0100025900001795   
0601TGA1N       20160101001445100000005000 0100026040001799   
0601TGA1N       20160101001450100000005000 0100026180001802   
0601TGA1N       20160101001455100000005000 0100026350001808   
0601TGA1N       20160101001460100000005000 0100026490001811   
0601TGA1N       20160101001465100000005000 0100026630001815   
0601TGA1N       20160101001470100000005000 0100026800001820   
0601TGA1N       20160101001475100000005000 0100026940001823   
0601TGA1N       20160101001480100000005000 0100027070001826   
0601TGA1N       20160101001485100000005000 0100027240001831   
0601TGA1N       20160101001490100000005000 0100027380001835   
0601TGA1N       20160101001495100000005000 0100027520001838   
0601TGA1N       20160101001500100000005000 0100027690001843   
0601TGA1N       20160101001505100000005000 0100027830001846   
0601TGA1N       20160101001510100000005000 0100027970001849   
0601TGA1N       20160101001515100000005000 0100028140001854   
0601TGA1N       20160101001520100000005000 0100028280001857   
0601TGA1N       20160101001525100000005000 0100028410001860   
0601TGA1N       20160101001530100000005000 0100028580001865   
0601TGA1N       20160101001535100000005000 0100028720001868   
0601TGA1N       20160101001540100000005000 0100028860001871   
0601TGA1N       20160101001545100000005000 0100029030001876   
0601TGA1N       20160101001550100000005000 0100029170001879   
0601TGA1N       20160101001555100000005000 0100029310001882   
0601TGA1N       20160101001560100000005000 0100029450001885   
0601TGA1N       20160101001565100000005000 0100029620001890   
0601TGA1N       20160101001570100000005000 0100029750001892   
0601TGA1N       20160101001575100000005000 0100029890001895   
0601TGA1N       20160101001580100000005000 0100030060001900   
0601TGA1N       20160101001585100000005000 0100030200001902   
0601TGA1N       20160101001590100000005000 0100030340001905   
0601TGA1N       20160101001595100000005000 0100030510001910   
0601TGA1N       20160101001600100000005000 0100030650001913   
0601TGA1N       20160101001605100000005000 0100030790001915   
0601TGA1N       20160101001610100000005000 0100030960001920   
0601TGA1N       20160101001615100000005000 0100031110001923   
0601TGA1N       20160101001620100000005000 0100031260001927   
0601TGA1N       20160101001625100000005000 0100031430001931   
0601TGA1N       20160101001630100000005000 0100031580001934   
0601TGA1N       20160101001635100000005000 0100031720001937   
0601TGA1N       20160101001640100000005000 0100031900001942   
0601TGA1N       20160101001645100000005000 0100032040001945   
0601TGA1N       20160101001650100000005000 0100032190001948   
0601TGA1N       20160101001655100000005000 0100032360001952   
0601TGA1N       20160101001660100000005000 0100032510001955   
0601TGA1N       20160101001665100000005000 0100032660001959   
0601TGA1N       20160101001670100000005000 0100032830001963   
0601TGA1N       20160101001675100000005000 0100032980001966   
0601TGA1N       20160101001680100000005000 0100033120001968   
0601TGA1N       20160101001685100000005000 0100033300001973   
0601TGA1N       20160101001690100000005000 0100033440001976   
0601TGA1N       20160101001695100000005000 0100033590001979   
0601TGA1N       20160101001700100000005000 0100033760001983   
0601TGA1N       20160101001705100000005000 0100033910001986   
0601TGA1N       20160101001710100000005000 0100034060001989   
0601TGA1N       20160101001715100000005000 0100034230001993   
0601TGA1N       20160101001720100000005000 0100034380001996   
0601TGA1N       20160101001725100000005000 0100034520001998   
