00VD               20231110                                                                                   
0601VDH4N       20240101007850100000050000 0400000000003582   
0601VDH4N       20240101007900100000050000 0400000000003588   
0601VDH4N       20240101007950100000050000 0400000000003593   
0601VDH4N       20240101008000100000050000 0400000000003597   
0601VDH4N       20240101008050100000050000 0400000000003603   
0601VDH4N       20240101008100100000050000 0400000000003607   
0601VDH4N       20240101008150100000050000 0400000000003611   
0601VDH4N       20240101008200100000050000 0400000000003616   
0601VDH4N       20240101008250100000050000 0400000000003621   
0601VDH4N       20240101008300100000050000 0400000000003625   
0601VDH4N       20240101008350100000050000 0400000000003630   
0601VDH4N       20240101008400100000050000 0400000000003634   
0601VDH4N       20240101008450100000050000 0400000000003639   
0601VDH4N       20240101008500100000050000 0400000000003643   
0601VDH4N       20240101008550100000050000 0400000000003647   
0601VDH4N       20240101008600100000050000 0400000000003651   
0601VDH4N       20240101008650100000050000 0400000000003655   
0601VDH4N       20240101008700100000050000 0400000000003659   
0601VDH4N       20240101008750100000050000 0400000000003663   
0601VDH4N       20240101008800100000050000 0400000000003667   
0601VDH4N       20240101008850100000050000 0400000000003671   
0601VDH4N       20240101008900100000050000 0400000000003675   
0601VDH4N       20240101008950100000050000 0400000000003679   
0601VDH4N       20240101009000100000050000 0400000000003682   
0601VDH4N       20240101009050100000050000 0400000000003686   
0601VDH4N       20240101009100100000050000 0400000000003689   
0601VDH4N       20240101009150100000050000 0400000000003692   
0601VDH4N       20240101009200100000050000 0400000000003696   
0601VDH4N       20240101009250100000050000 0400000000003698   
0601VDH4N       20240101009300100000050000 0400000000003700   
0601VDH4N       20240101009350100000050000 0400000000003703   
0601VDH4N       20240101009400100000050000 0400000000003707   
0601VDH4N       20240101009450100000050000 0400000000003709   
0601VDH4N       20240101009500100000050000 0400000000003711   
0601VDH4N       20240101009550100000050000 0400000000003713   
0601VDH4N       20240101009600100000050000 0400000000003717   
0601VDH4N       20240101009650100000050000 0400000000003719   
0601VDH4N       20240101009700100000050000 0400000000003721   
0601VDH4N       20240101009750100000050000 0400000000003724   
0601VDH4N       20240101009800100000050000 0400000000003726   
0601VDH4N       20240101009850100000050000 0400000000003729   
0601VDH4N       20240101009900100000050000 0400000000003731   
0601VDH4N       20240101009950100000050000 0400000000003734   
0601VDH4N       20240101010000100040000000 0400000000003735   
0601VDH5N       20240101000000100000585000 0500000000000000   
0601VDH5N       20240101000585100000005000 0500000000000004   
0601VDH5N       20240101000590100000005000 0500000000000006   
0601VDH5N       20240101000595100000005000 0500000000000009   
0601VDH5N       20240101000600100000005000 0500000000000011   
0601VDH5N       20240101000605100000005000 0500000000000013   
0601VDH5N       20240101000610100000005000 0500000000000015   
0601VDH5N       20240101000615100000005000 0500000000000017   
0601VDH5N       20240101000620100000005000 0500000000000021   
0601VDH5N       20240101000625100000005000 0500000000000024   
0601VDH5N       20240101000630100000005000 0500000000000030   
0601VDH5N       20240101000635100000005000 0500000000000033   
0601VDH5N       20240101000640100000005000 0500000000000038   
0601VDH5N       20240101000645100000005000 0500000000000041   
0601VDH5N       20240101000650100000005000 0500000000000046   
0601VDH5N       20240101000655100000005000 0500000000000049   
0601VDH5N       20240101000660100000005000 0500000000000054   
0601VDH5N       20240101000665100000005000 0500000000000057   
0601VDH5N       20240101000670100000005000 0500000000000063   
0601VDH5N       20240101000675100000005000 0500000000000069   
0601VDH5N       20240101000680100000005000 0500000000000075   
0601VDH5N       20240101000685100000005000 0500000000000081   
0601VDH5N       20240101000690100000005000 0500000000000087   
0601VDH5N       20240101000695100000005000 0500000000000092   
0601VDH5N       20240101000700100000005000 0500000000000098   
0601VDH5N       20240101000705100000005000 0500000000000103   
0601VDH5N       20240101000710100000005000 0500000000000110   
0601VDH5N       20240101000715100000005000 0500000000000117   
0601VDH5N       20240101000720100000005000 0500000000000125   
0601VDH5N       20240101000725100000005000 0500000000000131   
0601VDH5N       20240101000730100000005000 0500000000000139   
0601VDH5N       20240101000735100000005000 0500000000000145   
0601VDH5N       20240101000740100000005000 0500000000000152   
0601VDH5N       20240101000745100000005000 0500000000000158   
0601VDH5N       20240101000750100000005000 0500000000000165   
0601VDH5N       20240101000755100000005000 0500000000000171   
0601VDH5N       20240101000760100000005000 0500000000000178   
0601VDH5N       20240101000765100000005000 0500000000000184   
0601VDH5N       20240101000770100000005000 0500000000000191   
0601VDH5N       20240101000775100000005000 0500000000000196   
0601VDH5N       20240101000780100000005000 0500000000000203   
0601VDH5N       20240101000785100000005000 0500000000000210   
0601VDH5N       20240101000790100000005000 0500000000000217   
0601VDH5N       20240101000795100000005000 0500000000000225   
0601VDH5N       20240101000800100000005000 0500000000000232   
0601VDH5N       20240101000805100000005000 0500000000000240   
0601VDH5N       20240101000810100000005000 0500000000000247   
0601VDH5N       20240101000815100000005000 0500000000000255   
0601VDH5N       20240101000820100000005000 0500000000000261   
0601VDH5N       20240101000825100000005000 0500000000000269   
0601VDH5N       20240101000830100000005000 0500000000000275   
0601VDH5N       20240101000835100000005000 0500000000000283   
0601VDH5N       20240101000840100000005000 0500000000000289   
0601VDH5N       20240101000845100000005000 0500000000000296   
0601VDH5N       20240101000850100000005000 0500000000000302   
0601VDH5N       20240101000855100000005000 0500000000000309   
0601VDH5N       20240101000860100000005000 0500000000000315   
0601VDH5N       20240101000865100000005000 0500000000000322   
0601VDH5N       20240101000870100000005000 0500000000000328   
0601VDH5N       20240101000875100000005000 0500000000000335   
0601VDH5N       20240101000880100000005000 0500000000000343   
0601VDH5N       20240101000885100000005000 0500000000000351   
0601VDH5N       20240101000890100000005000 0500000000000356   
0601VDH5N       20240101000895100000005000 0500000000000366   
0601VDH5N       20240101000900100000005000 0500000000000371   
0601VDH5N       20240101000905100000005000 0500000000000381   
0601VDH5N       20240101000910100000005000 0500000000000386   
0601VDH5N       20240101000915100000005000 0500000000000394   
0601VDH5N       20240101000920100000005000 0500000000000401   
0601VDH5N       20240101000925100000005000 0500000000000408   
0601VDH5N       20240101000930100000005000 0500000000000415   
0601VDH5N       20240101000935100000005000 0500000000000422   
0601VDH5N       20240101000940100000005000 0500000000000428   
0601VDH5N       20240101000945100000005000 0500000000000436   
0601VDH5N       20240101000950100000005000 0500000000000442   
0601VDH5N       20240101000955100000005000 0500000000000449   
0601VDH5N       20240101000960100000005000 0500000000000457   
0601VDH5N       20240101000965100000005000 0500000000000465   
0601VDH5N       20240101000970100000005000 0500000000000472   
0601VDH5N       20240101000975100000005000 0500000000000481   
0601VDH5N       20240101000980100000005000 0500000000000488   
0601VDH5N       20240101000985100000005000 0500000000000496   
0601VDH5N       20240101000990100000005000 0500000000000503   
0601VDH5N       20240101000995100000005000 0500000000000511   
0601VDH5N       20240101001000100000005000 0500000000000518   
0601VDH5N       20240101001005100000005000 0500000000000526   
0601VDH5N       20240101001010100000005000 0500000000000533   
0601VDH5N       20240101001015100000005000 0500000000000540   
0601VDH5N       20240101001020100000005000 0500000000000547   
0601VDH5N       20240101001025100000005000 0500000000000555   
0601VDH5N       20240101001030100000005000 0500000000000561   
0601VDH5N       20240101001035100000005000 0500000000000568   
0601VDH5N       20240101001040100000005000 0500000000000575   
0601VDH5N       20240101001045100000005000 0500000000000582   
0601VDH5N       20240101001050100000005000 0500000000000588   
0601VDH5N       20240101001055100000005000 0500000000000595   
0601VDH5N       20240101001060100000005000 0500000000000602   
0601VDH5N       20240101001065100000005000 0500000000000609   
0601VDH5N       20240101001070100000005000 0500000000000615   
0601VDH5N       20240101001075100000005000 0500000000000621   
0601VDH5N       20240101001080100000005000 0500000000000626   
0601VDH5N       20240101001085100000005000 0500000000000634   
0601VDH5N       20240101001090100000005000 0500000000000638   
0601VDH5N       20240101001095100000005000 0500000000000647   
0601VDH5N       20240101001100100000005000 0500000000000654   
0601VDH5N       20240101001105100000005000 0500000000000659   
0601VDH5N       20240101001110100000005000 0500000000000666   
0601VDH5N       20240101001115100000005000 0500000000000671   
0601VDH5N       20240101001120100000005000 0500000000000678   
0601VDH5N       20240101001125100000005000 0500000000000683   
0601VDH5N       20240101001130100000005000 0500000000000689   
0601VDH5N       20240101001135100000005000 0500000000000696   
0601VDH5N       20240101001140100000005000 0500000000000702   
0601VDH5N       20240101001145100000005000 0500000000000708   
0601VDH5N       20240101001150100000005000 0500000000000713   
0601VDH5N       20240101001155100000005000 0500000000000719   
0601VDH5N       20240101001160100000005000 0500000000000725   
0601VDH5N       20240101001165100000005000 0500000000000731   
0601VDH5N       20240101001170100000005000 0500000000000738   
0601VDH5N       20240101001175100000005000 0500000000000744   
0601VDH5N       20240101001180100000005000 0500000000000751   
0601VDH5N       20240101001185100000005000 0500000000000760   
0601VDH5N       20240101001190100000005000 0500000000000764   
0601VDH5N       20240101001195100000005000 0500000000000773   
0601VDH5N       20240101001200100000005000 0500000000000777   
0601VDH5N       20240101001205100000005000 0500000000000785   
0601VDH5N       20240101001210100000005000 0500000000000793   
0601VDH5N       20240101001215100000005000 0500000000000798   
0601VDH5N       20240101001220100000005000 0500000000000805   
0601VDH5N       20240101001225100000005000 0500000000000810   
0601VDH5N       20240101001230100000005000 0500000000000817   
0601VDH5N       20240101001235100000005000 0500000000000824   
0601VDH5N       20240101001240100000005000 0500000000000829   
0601VDH5N       20240101001245100000005000 0500000000000836   
